customer_id,gender,region,age,product_name,category,unit_price,quantity,total_price,shipping_fee,shipping_status,order_date,year,month,month_name,year_month,quarter,age_group,estimated_cost,profit,profit_margin
CUST0026,Female,East,27.0,Monitor,Electronics,300.0,1,300,16.61,In Transit,2023-11-23,2023,11,Nov,2023-11,2023Q4,25-34,206.3762468908809,77.0137531091191,25.671251036373032
CUST0078,Female,West,38.0,Smartwatch,Wearables,200.0,4,800,18.89,Returned,2023-05-03,2023,5,May,2023-05,2023Q2,35-44,447.22516166825324,333.8848383317468,41.73560479146835
CUST0281,Male,West,44.0,Keyboard,Accessories,50.0,4,200,19.81,In Transit,2023-08-27,2023,8,Aug,2023-08,2023Q3,35-44,136.53084902388292,43.659150976117076,21.829575488058538
CUST0299,Male,West,58.0,Headphones,Accessories,100.0,5,500,14.5,Returned,2023-01-16,2023,1,Jan,2023-01,2023Q1,55+,307.28808949162135,178.21191050837865,35.64238210167573
CUST0053,Female,East,25.0,Smartwatch,Wearables,200.0,5,1000,16.41,In Transit,2023-07-25,2023,7,Jul,2023-07,2023Q3,<25,784.8322813324249,198.75771866757506,19.875771866757503
CUST0239,Male,North,35.0,Smartwatch,Wearables,200.0,1,200,7.32,Delivered,2023-11-18,2023,11,Nov,2023-11,2023Q4,25-34,119.57009520864261,73.1099047913574,36.5549523956787
CUST0069,Male,East,49.0,Headphones,Accessories,100.0,3,300,10.81,Returned,2023-12-07,2023,12,Dec,2023-12,2023Q4,45-54,194.9888343971082,94.20116560289179,31.400388534297264
CUST0245,Male,West,63.0,Mouse,Accessories,30.0,3,90,13.95,Returned,2023-05-15,2023,5,May,2023-05,2023Q2,55+,69.28814620564444,6.761853794355563,7.513170882617293
CUST0258,Female,South,39.0,Monitor,Electronics,300.0,4,1200,9.55,In Transit,2023-05-16,2023,5,May,2023-05,2023Q2,35-44,728.976010120343,461.47398987965704,38.45616582330476
CUST0177,Male,South,29.0,Smartwatch,Wearables,200.0,3,600,13.87,In Transit,2023-03-18,2023,3,Mar,2023-03,2023Q1,25-34,476.9705747369747,109.1594252630253,18.19323754383755
CUST0140,Male,East,49.0,Headphones,Accessories,100.0,2,200,10.96,Delivered,2023-03-08,2023,3,Mar,2023-03,2023Q1,45-54,121.5749558592798,67.46504414072021,33.732522070360105
CUST0089,Female,North,27.0,Mouse,Accessories,30.0,3,90,6.45,In Transit,2023-09-19,2023,9,Sep,2023-09,2023Q3,25-34,52.24042752067666,31.30957247932334,34.78841386591482
CUST0168,Female,West,42.0,Smartphone,Electronics,800.0,2,1600,13.79,In Transit,2023-09-25,2023,9,Sep,2023-09,2023Q3,35-44,930.2672514618728,655.9427485381273,40.996421783632954
CUST0176,Male,East,51.0,Laptop,Electronics,1500.0,3,4500,16.42,In Transit,2023-10-28,2023,10,Oct,2023-10,2023Q4,45-54,2955.530388032588,1528.0496119674121,33.956658043720275
CUST0089,Female,South,27.0,Monitor,Electronics,300.0,3,900,7.99,In Transit,2023-02-21,2023,2,Feb,2023-02,2023Q1,25-34,505.03129158625717,386.9787084137428,42.99763426819364
CUST0281,Female,West,44.0,Keyboard,Accessories,50.0,2,100,6.45,Returned,2023-08-28,2023,8,Aug,2023-08,2023Q3,35-44,62.16557528892411,31.38442471107589,31.38442471107589
CUST0044,Male,East,30.0,Mouse,Accessories,30.0,5,150,16.62,Returned,2023-10-28,2023,10,Oct,2023-10,2023Q4,25-34,86.47896438508829,46.901035614911706,31.267357076607805
CUST0137,Female,South,49.0,Monitor,Electronics,300.0,5,1500,6.0,Delivered,2023-11-08,2023,11,Nov,2023-11,2023Q4,45-54,1039.3250916029638,454.67490839703623,30.311660559802416
CUST0174,Female,East,68.0,Laptop,Electronics,1500.0,1,1500,16.34,Delivered,2023-05-07,2023,5,May,2023-05,2023Q2,55+,1053.5296176772995,430.13038232270054,28.67535882151337
CUST0141,Female,East,58.0,Mouse,Accessories,30.0,1,30,12.22,In Transit,2023-10-03,2023,10,Oct,2023-10,2023Q4,55+,16.86163268504053,0.91836731495947,3.0612243831982333
CUST0202,Male,South,56.0,Mouse,Accessories,30.0,3,90,5.07,Delivered,2023-01-05,2023,1,Jan,2023-01,2023Q1,55+,58.63328330897635,26.296716691023647,29.218574101137385
CUST0259,Male,West,59.0,Laptop,Electronics,1500.0,2,3000,7.5,Delivered,2023-08-22,2023,8,Aug,2023-08,2023Q3,55+,2225.4715442458896,767.0284557541104,25.56761519180368
CUST0045,Female,East,21.0,Smartphone,Electronics,800.0,3,2400,15.78,Delivered,2023-11-07,2023,11,Nov,2023-11,2023Q4,<25,1509.749899641086,874.4701003589141,36.43625418162142
CUST0168,Female,West,42.0,Keyboard,Accessories,50.0,1,50,15.92,Delivered,2023-06-24,2023,6,Jun,2023-06,2023Q2,35-44,34.6842987566425,-0.604298756642498,-1.208597513284996
CUST0027,Female,Unknown,36.0,Keyboard,Accessories,50.0,5,250,11.09,Returned,2023-06-06,2023,6,Jun,2023-06,2023Q2,35-44,165.63647379573706,73.27352620426294,29.30941048170517
CUST0228,Male,South,25.0,Mouse,Accessories,30.0,4,120,18.6,Returned,2023-06-29,2023,6,Jun,2023-06,2023Q2,<25,75.05345662409673,26.346543375903273,21.955452813252727
CUST0199,Female,South,41.0,Smartphone,Electronics,800.0,4,3200,16.45,In Transit,2023-01-18,2023,1,Jan,2023-01,2023Q1,35-44,2245.715489987193,937.834510012807,29.307328437900214
CUST0065,Male,North,41.0,Headphones,Accessories,100.0,5,500,19.62,Delivered,2023-03-04,2023,3,Mar,2023-03,2023Q1,35-44,399.6071290928371,80.77287090716288,16.154574181432576
CUST0146,Female,East,47.0,Laptop,Electronics,1500.0,3,4500,8.87,Delivered,2023-09-11,2023,9,Sep,2023-09,2023Q3,45-54,3029.237213023127,1461.8927869768731,32.486506377263844
CUST0093,Male,North,66.0,Monitor,Electronics,300.0,1,300,16.58,Delivered,2023-02-27,2023,2,Feb,2023-02,2023Q1,55+,179.18823452173976,104.23176547826024,34.74392182608675
CUST0168,Female,South,42.0,Monitor,Electronics,300.0,1,300,14.7,Delivered,2023-11-16,2023,11,Nov,2023-11,2023Q4,35-44,213.8461252673389,71.4538747326611,23.817958244220367
CUST0216,Male,South,53.0,Smartphone,Electronics,800.0,2,1600,16.23,In Transit,2023-07-19,2023,7,Jul,2023-07,2023Q3,45-54,1008.3813315824219,575.3886684175781,35.96179177609863
CUST0062,Male,West,43.0,Headphones,Accessories,100.0,4,400,11.4,Returned,2023-04-24,2023,4,Apr,2023-04,2023Q2,35-44,306.89555681867955,81.70444318132044,20.42611079533011
CUST0125,Male,West,46.0,Smartphone,Electronics,800.0,5,4000,19.08,In Transit,2023-05-01,2023,5,May,2023-05,2023Q2,45-54,2563.7414100009837,1417.1785899990164,35.42946474997541
CUST0060,Male,Unknown,41.0,Keyboard,Accessories,50.0,1,50,5.56,Delivered,2023-06-26,2023,6,Jun,2023-06,2023Q2,35-44,36.505169845353215,7.934830154646785,15.86966030929357
CUST0056,Female,South,23.0,Smartwatch,Wearables,200.0,2,400,5.73,Returned,2024-01-03,2024,1,Jan,2024-01,2024Q1,<25,313.90149116905206,80.36850883094793,20.092127207736983
CUST0247,Male,South,44.0,Smartphone,Electronics,800.0,1,800,7.11,In Transit,2023-01-19,2023,1,Jan,2023-01,2023Q1,35-44,471.46059408406734,321.42940591593265,40.17867573949158
CUST0131,Female,East,67.0,Monitor,Electronics,300.0,1,300,15.92,Unknown,2023-05-03,2023,5,May,2023-05,2023Q2,55+,238.55511550252172,45.52488449747828,15.174961499159428
CUST0114,Female,West,60.0,Monitor,Electronics,300.0,3,900,18.61,In Transit,2023-07-21,2023,7,Jul,2023-07,2023Q3,55+,707.0304275911594,174.35957240884056,19.373285823204505
CUST0082,Female,Unknown,49.0,Smartphone,Electronics,800.0,4,3200,13.77,Delivered,2023-10-11,2023,10,Oct,2023-10,2023Q4,45-54,2145.4496335655163,1040.7803664344838,32.52438645107762
CUST0184,Female,West,54.0,Mouse,Accessories,30.0,3,90,14.78,Returned,2023-06-15,2023,6,Jun,2023-06,2023Q2,45-54,64.04734957380833,11.172650426191668,12.414056029101852
CUST0075,Female,South,56.0,Monitor,Electronics,300.0,2,600,13.6,Delivered,2023-08-16,2023,8,Aug,2023-08,2023Q3,55+,475.95676383955646,110.44323616044355,18.407206026740592
CUST0142,Male,East,32.0,Monitor,Electronics,300.0,1,300,15.5,Delivered,2023-04-14,2023,4,Apr,2023-04,2023Q2,25-34,169.06757246615553,115.43242753384447,38.47747584461482
CUST0076,Male,East,26.0,Headphones,Accessories,100.0,5,500,16.96,Delivered,2023-10-24,2023,10,Oct,2023-10,2023Q4,25-34,282.4353801684585,200.6046198315415,40.1209239663083
CUST0105,Male,East,27.0,Smartwatch,Wearables,200.0,5,1000,12.0,In Transit,2023-07-14,2023,7,Jul,2023-07,2023Q3,25-34,697.3917500129179,290.6082499870821,29.060824998708213
CUST0004,Female,West,65.0,Keyboard,Accessories,50.0,3,150,19.62,In Transit,2023-12-06,2023,12,Dec,2023-12,2023Q4,55+,107.8809981496753,22.499001850324692,14.999334566883126
CUST0127,Male,North,62.0,Smartwatch,Wearables,200.0,2,400,11.66,Delivered,2023-08-31,2023,8,Aug,2023-08,2023Q3,55+,292.4234844463202,95.91651555367983,23.979128888419957
CUST0072,Male,South,21.0,Headphones,Accessories,100.0,1,100,11.24,Delivered,2023-09-02,2023,9,Sep,2023-09,2023Q3,<25,68.03160730103833,20.728392698961663,20.728392698961663
CUST0216,Male,North,53.0,Smartphone,Electronics,800.0,4,3200,6.27,Returned,2023-04-06,2023,4,Apr,2023-04,2023Q2,45-54,1989.3287226087612,1204.4012773912389,37.637539918476214
CUST0156,Female,South,57.0,Smartphone,Electronics,800.0,4,3200,16.09,In Transit,2023-12-29,2023,12,Dec,2023-12,2023Q4,55+,2087.998837069536,1095.9111629304641,34.247223841577004
CUST0052,Male,North,66.0,Mouse,Accessories,30.0,4,120,8.24,Returned,2023-06-09,2023,6,Jun,2023-06,2023Q2,55+,88.18686441444889,23.573135585551107,19.644279654625922
CUST0226,Female,West,49.0,Smartphone,Electronics,800.0,4,3200,17.91,In Transit,2023-06-14,2023,6,Jun,2023-06,2023Q2,45-54,2109.1456529341585,1072.9443470658414,33.52951084580754
CUST0270,Female,West,64.0,Laptop,Electronics,1500.0,1,1500,18.88,Returned,2023-07-14,2023,7,Jul,2023-07,2023Q3,55+,1134.241973781778,346.8780262182221,23.125201747881473
CUST0269,Male,North,64.0,Monitor,Electronics,621.9121224973303,5,1500,6.93,Delivered,2023-04-23,2023,4,Apr,2023-04,2023Q2,55+,1121.5355969869593,371.53440301304073,24.768960200869383
CUST0183,Female,West,42.0,Smartphone,Electronics,800.0,3,2400,7.22,Delivered,2023-10-21,2023,10,Oct,2023-10,2023Q4,35-44,1836.3005545032286,556.4794454967714,23.186643562365475
CUST0205,Male,South,43.0,Keyboard,Accessories,50.0,2,100,5.05,Delivered,2023-10-09,2023,10,Oct,2023-10,2023Q4,35-44,61.71617918094107,33.233820819058934,33.233820819058934
CUST0080,Female,East,51.0,Headphones,Accessories,100.0,1,100,19.84,Delivered,2023-05-27,2023,5,May,2023-05,2023Q2,45-54,58.23765835289934,21.922341647100662,21.922341647100662
CUST0208,Female,West,57.0,Laptop,Electronics,1500.0,1,1500,16.28,Returned,2023-02-01,2023,2,Feb,2023-02,2023Q1,55+,905.6215771430149,578.0984228569852,38.539894857132346
CUST0186,Female,West,55.0,Mouse,Accessories,30.0,5,150,17.36,In Transit,2023-05-07,2023,5,May,2023-05,2023Q2,45-54,93.6785050455749,38.961494954425106,25.97432996961674
CUST0109,Female,Unknown,57.0,Mouse,Accessories,30.0,1,30,9.59,In Transit,2023-03-12,2023,3,Mar,2023-03,2023Q1,55+,22.240221446322735,-1.830221446322735,-6.100738154409116
CUST0028,Female,East,50.0,Headphones,Accessories,100.0,5,500,16.11,In Transit,2023-11-07,2023,11,Nov,2023-11,2023Q4,45-54,381.1219752956531,102.7680247043469,20.55360494086938
CUST0083,Male,West,28.0,Keyboard,Accessories,50.0,2,100,9.48,Returned,2023-09-14,2023,9,Sep,2023-09,2023Q3,25-34,55.78981910754531,34.73018089245468,34.73018089245468
CUST0027,Female,South,36.0,Monitor,Electronics,300.0,2,600,18.44,Returned,2023-03-19,2023,3,Mar,2023-03,2023Q1,35-44,351.39358704355163,230.16641295644837,38.36106882607473
CUST0203,Female,South,33.0,Keyboard,Accessories,50.0,5,250,8.43,In Transit,2023-10-05,2023,10,Oct,2023-10,2023Q4,25-34,182.2809701119181,59.289029888081906,23.715611955232763
CUST0095,Female,East,49.0,Laptop,Electronics,1500.0,5,7500,7.38,Returned,2023-06-18,2023,6,Jun,2023-06,2023Q2,45-54,5772.3147191691705,1720.3052808308294,22.937403744411057
CUST0204,Male,North,54.0,Smartphone,Electronics,800.0,2,1600,6.45,Delivered,2023-03-16,2023,3,Mar,2023-03,2023Q1,45-54,1257.1291710280243,336.4208289719757,21.026301810748482
CUST0165,Male,West,49.0,Keyboard,Accessories,50.0,1,50,8.97,Returned,2023-05-23,2023,5,May,2023-05,2023Q2,45-54,33.17197176292746,7.858028237072537,15.716056474145073
CUST0269,Male,North,64.0,Headphones,Accessories,100.0,3,300,11.64,Returned,2023-11-24,2023,11,Nov,2023-11,2023Q4,55+,208.70485479667028,79.65514520332972,26.551715067776577
CUST0134,Male,North,49.0,Monitor,Electronics,621.9121224973303,5,1500,7.22,Returned,2023-08-05,2023,8,Aug,2023-08,2023Q3,45-54,1017.3367786592089,475.44322134079107,31.696214756052736
CUST0116,Female,East,49.0,Headphones,Accessories,100.0,2,200,15.13,Delivered,2023-01-23,2023,1,Jan,2023-01,2023Q1,45-54,138.1479180472686,46.72208195273139,23.361040976365697
CUST0137,Female,West,19.0,Smartphone,Electronics,800.0,3,2400,11.21,Returned,2023-08-01,2023,8,Aug,2023-08,2023Q3,<25,1772.3212454070506,616.4687545929494,25.68619810803956
CUST0100,Male,West,29.0,Keyboard,Accessories,50.0,2,100,5.18,Returned,2023-04-14,2023,4,Apr,2023-04,2023Q2,25-34,69.94076162227714,24.879238377722864,24.879238377722864
CUST0282,Male,North,68.0,Smartwatch,Wearables,200.0,3,600,7.93,In Transit,2023-06-22,2023,6,Jun,2023-06,2023Q2,55+,342.81308796404346,249.25691203595653,41.54281867265942
CUST0094,Male,North,30.0,Laptop,Electronics,1500.0,1,1500,14.53,In Transit,2023-04-18,2023,4,Apr,2023-04,2023Q2,25-34,828.1608945583192,657.3091054416808,43.820607029445384
CUST0194,Female,West,61.0,Mouse,Accessories,62.19121224973304,1,30,10.41,Returned,2023-01-28,2023,1,Jan,2023-01,2023Q1,55+,21.820690977137943,-2.230690977137943,-7.43563659045981
CUST0174,Female,North,49.0,Smartphone,Electronics,800.0,4,3200,9.45,Returned,2023-05-08,2023,5,May,2023-05,2023Q2,45-54,2362.3365262202506,828.2134737797494,25.88167105561717
CUST0273,Female,South,49.0,Laptop,Electronics,1500.0,2,3000,9.01,In Transit,2023-06-07,2023,6,Jun,2023-06,2023Q2,45-54,1957.4722586840812,1033.5177413159188,34.45059137719729
CUST0188,Male,North,29.0,Smartphone,Electronics,800.0,5,4000,6.06,Delivered,2023-02-24,2023,2,Feb,2023-02,2023Q1,25-34,2853.819912401446,1140.1200875985542,28.503002189963855
CUST0109,Male,West,57.0,Keyboard,Accessories,50.0,3,150,11.12,In Transit,2023-02-16,2023,2,Feb,2023-02,2023Q1,55+,107.67874393084678,31.201256069153224,20.80083737943548
CUST0081,Male,West,38.0,Smartwatch,Wearables,200.0,3,600,19.89,Returned,2023-08-07,2023,8,Aug,2023-08,2023Q3,35-44,416.9266860994909,163.18331390050912,27.197218983418185
CUST0298,Male,North,58.0,Smartphone,Electronics,800.0,4,3200,18.55,Unknown,2023-04-04,2023,4,Apr,2023-04,2023Q2,55+,1888.7788504908467,1292.6711495091533,40.39597342216104
CUST0189,Female,East,38.0,Monitor,Electronics,300.0,1,300,11.89,In Transit,2023-05-01,2023,5,May,2023-05,2023Q2,35-44,183.21787698755935,104.89212301244065,34.964041004146885
CUST0092,Female,East,32.0,Smartphone,Electronics,800.0,3,2400,14.12,In Transit,2023-09-28,2023,9,Sep,2023-09,2023Q3,25-34,1433.8248272954363,952.0551727045637,39.66896552935682
CUST0254,Female,West,49.0,Mouse,Accessories,30.0,2,60,7.56,Delivered,2023-12-25,2023,12,Dec,2023-12,2023Q4,45-54,34.50044348146728,17.939556518532722,29.899260864221205
CUST0150,Male,South,63.0,Headphones,Accessories,100.0,4,400,11.39,Delivered,2023-05-06,2023,5,May,2023-05,2023Q2,55+,223.1347666930459,165.47523330695412,41.36880832673853
CUST0264,Female,West,59.0,Keyboard,Accessories,103.65202041622172,4,200,10.49,Delivered,2023-08-21,2023,8,Aug,2023-08,2023Q3,55+,151.77781970041934,37.732180299580655,18.866090149790328
CUST0105,Male,West,27.0,Headphones,Accessories,100.0,3,300,17.92,Returned,2023-03-13,2023,3,Mar,2023-03,2023Q1,25-34,212.13634541412856,69.94365458587144,23.314551528623813
CUST0253,Female,West,51.0,Laptop,Electronics,1500.0,1,1500,12.36,Returned,2023-02-28,2023,2,Feb,2023-02,2023Q1,45-54,1153.6373673994794,334.00263260052054,22.266842173368037
CUST0188,Male,West,29.0,Monitor,Electronics,300.0,4,1200,8.15,Delivered,2023-07-26,2023,7,Jul,2023-07,2023Q3,25-34,800.9784893966556,390.8715106033444,32.572625883612034
CUST0052,Male,East,66.0,Monitor,Electronics,300.0,2,600,19.1,Unknown,2023-07-02,2023,7,Jul,2023-07,2023Q3,55+,381.55708797899837,199.34291202100164,33.223818670166935
CUST0204,Male,East,54.0,Smartwatch,Wearables,200.0,5,1000,10.03,Returned,2023-10-17,2023,10,Oct,2023-10,2023Q4,45-54,677.7040953287126,312.26590467128744,31.226590467128744
CUST0180,Male,East,68.0,Monitor,Electronics,300.0,3,900,5.0,In Transit,2023-10-18,2023,10,Oct,2023-10,2023Q4,55+,651.0299206986903,243.97007930130974,27.107786589034415
CUST0189,Female,West,49.0,Laptop,Electronics,1500.0,3,4500,9.92,Delivered,2023-04-06,2023,4,Apr,2023-04,2023Q2,45-54,3436.8067373920776,1053.2732626079223,23.406072502398274
CUST0023,Female,South,29.0,Monitor,Electronics,300.0,3,900,18.32,Delivered,2023-07-20,2023,7,Jul,2023-07,2023Q3,25-34,539.2982108797075,342.38178912029247,38.04242101336583
CUST0263,Female,West,40.0,Smartwatch,Wearables,200.0,1,200,8.82,Returned,2023-04-08,2023,4,Apr,2023-04,2023Q2,35-44,142.08416994408825,49.095830055911755,24.547915027955877
CUST0195,Male,West,48.0,Keyboard,Accessories,50.0,3,150,16.84,Returned,2023-01-08,2023,1,Jan,2023-01,2023Q1,45-54,90.3801500992928,42.77984990070719,28.519899933804794
CUST0272,Female,West,52.0,Laptop,Electronics,1500.0,5,7500,9.45,Unknown,2023-05-13,2023,5,May,2023-05,2023Q2,45-54,4161.875805280444,3328.674194719556,44.38232259626075
CUST0256,Male,East,69.0,Monitor,Electronics,300.0,4,1200,8.25,Returned,2023-08-15,2023,8,Aug,2023-08,2023Q3,55+,810.2977200620243,381.45227993797573,31.787689994831307
CUST0131,Male,North,67.0,Smartphone,Electronics,800.0,4,3200,14.61,In Transit,2023-09-18,2023,9,Sep,2023-09,2023Q3,55+,2158.431333958587,1026.9586660414132,32.09245831379416
CUST0279,Female,North,59.0,Mouse,Accessories,30.0,1,30,6.08,Returned,2023-02-15,2023,2,Feb,2023-02,2023Q1,55+,20.9466980002102,2.9733019997897987,9.911006665965996
CUST0250,Female,West,64.0,Smartwatch,Wearables,200.0,2,400,15.94,Delivered,2023-11-28,2023,11,Nov,2023-11,2023Q4,55+,246.60386583111307,137.45613416888693,34.36403354222173
CUST0012,Male,East,49.0,Mouse,Accessories,30.0,3,90,16.49,In Transit,2023-07-29,2023,7,Jul,2023-07,2023Q3,45-54,63.62073925019378,9.889260749806223,10.988067499784691
CUST0127,Female,South,62.0,Smartphone,Electronics,800.0,4,3200,6.66,In Transit,2023-07-10,2023,7,Jul,2023-07,2023Q3,55+,2123.0238113064383,1070.3161886935616,33.4473808966738
CUST0128,Female,North,52.0,Monitor,Electronics,621.9121224973303,3,900,11.04,Delivered,2023-10-25,2023,10,Oct,2023-10,2023Q4,45-54,596.0567563626538,292.9032436373462,32.54480484859402
CUST0155,Male,West,41.0,Headphones,Accessories,100.0,3,300,11.98,Delivered,2023-06-12,2023,6,Jun,2023-06,2023Q2,35-44,181.1561110387289,106.86388896127109,35.621296320423696
CUST0115,Male,South,53.0,Headphones,Accessories,100.0,5,500,5.93,In Transit,2023-07-22,2023,7,Jul,2023-07,2023Q3,45-54,382.37618383885683,111.69381616114316,22.33876323222863
CUST0115,Male,West,53.0,Smartwatch,Wearables,200.0,5,1000,19.43,Returned,2023-06-25,2023,6,Jun,2023-06,2023Q2,45-54,765.3379077961298,215.2320922038702,21.523209220387017
CUST0282,Male,East,68.0,Smartphone,Electronics,800.0,3,2400,8.23,Returned,2023-11-29,2023,11,Nov,2023-11,2023Q4,55+,1326.2882882119004,1065.4817117880996,44.39507132450415
CUST0158,Male,West,51.0,Smartphone,Electronics,800.0,1,800,18.58,Returned,2023-10-03,2023,10,Oct,2023-10,2023Q4,45-54,601.8857057760156,179.53429422398443,22.441786777998054
CUST0088,Female,South,66.0,Laptop,Electronics,1500.0,1,1500,13.16,In Transit,2023-02-06,2023,2,Feb,2023-02,2023Q1,55+,1053.725909031913,433.11409096808694,28.874272731205796
CUST0124,Male,South,53.0,Monitor,Electronics,300.0,2,600,8.51,Returned,2023-05-17,2023,5,May,2023-05,2023Q2,45-54,344.0203217157179,247.4696782842821,41.244946380713685
CUST0055,Female,North,45.0,Smartwatch,Wearables,200.0,2,400,10.82,Returned,2023-09-23,2023,9,Sep,2023-09,2023Q3,35-44,224.25851895911205,164.92148104088795,41.23037026022199
CUST0201,Female,South,49.0,Laptop,Electronics,1500.0,3,4500,17.62,Returned,2023-12-25,2023,12,Dec,2023-12,2023Q4,45-54,2853.7727805287586,1628.6072194712415,36.191271543805364
CUST0256,Female,West,69.0,Mouse,Accessories,30.0,5,150,9.07,Delivered,2023-02-19,2023,2,Feb,2023-02,2023Q1,55+,119.95411262100019,20.975887378999808,13.983924919333205
CUST0055,Male,East,45.0,Keyboard,Accessories,50.0,1,50,11.27,Returned,2023-09-13,2023,9,Sep,2023-09,2023Q3,35-44,28.5762967257016,10.153703274298401,20.307406548596802
CUST0076,Male,South,26.0,Monitor,Electronics,300.0,4,1200,6.9,Returned,2023-11-05,2023,11,Nov,2023-11,2023Q4,25-34,768.9336392844209,424.1663607155791,35.34719672629826
CUST0273,Male,South,55.0,Monitor,Electronics,300.0,3,900,7.31,In Transit,2023-01-15,2023,1,Jan,2023-01,2023Q1,45-54,614.5643220697787,278.12567793022134,30.902853103357923
CUST0022,Female,Unknown,33.0,Mouse,Accessories,30.0,1,30,15.29,Delivered,2023-02-27,2023,2,Feb,2023-02,2023Q1,25-34,18.26369481142297,-3.553694811422968,-11.845649371409893
CUST0204,Male,East,54.0,Laptop,Electronics,1500.0,2,3000,12.68,Delivered,2023-05-11,2023,5,May,2023-05,2023Q2,45-54,1902.7918887602427,1084.5281112397572,36.15093704132524
CUST0194,Female,South,61.0,Mouse,Accessories,30.0,1,30,19.54,In Transit,2023-04-16,2023,4,Apr,2023-04,2023Q2,55+,17.752279428566766,-7.292279428566765,-24.30759809522255
CUST0138,Male,East,46.0,Smartphone,Electronics,800.0,4,3200,17.82,Unknown,2023-03-17,2023,3,Mar,2023-03,2023Q1,45-54,2414.7465642088896,767.4334357911104,23.9822948684722
CUST0071,Female,North,46.0,Mouse,Accessories,30.0,4,120,10.01,In Transit,2023-04-11,2023,4,Apr,2023-04,2023Q2,45-54,94.26822875744563,15.721771242554373,13.101476035461978
CUST0044,Female,North,30.0,Keyboard,Accessories,50.0,4,200,16.61,Returned,2023-10-16,2023,10,Oct,2023-10,2023Q4,25-34,115.55845976996805,67.83154023003195,33.915770115015974
CUST0273,Male,South,55.0,Headphones,Accessories,100.0,4,400,18.99,In Transit,2023-10-16,2023,10,Oct,2023-10,2023Q4,45-54,305.3876356031379,75.62236439686212,18.90559109921553
CUST0196,Female,East,37.0,Headphones,Accessories,100.0,4,400,11.4,Delivered,2023-02-22,2023,2,Feb,2023-02,2023Q1,35-44,256.0797872736274,132.5202127263726,33.13005318159315
CUST0212,Female,East,62.0,Mouse,Accessories,30.0,2,60,8.36,Delivered,2023-07-17,2023,7,Jul,2023-07,2023Q3,55+,44.695097950090286,6.9449020499097145,11.574836749849524
CUST0106,Female,East,49.0,Mouse,Accessories,30.0,5,150,10.03,Delivered,2023-06-30,2023,6,Jun,2023-06,2023Q2,45-54,88.98174945227584,50.988250547724164,33.99216703181611
CUST0133,Male,North,47.0,Headphones,Accessories,100.0,3,300,15.0,Delivered,2023-07-09,2023,7,Jul,2023-07,2023Q3,45-54,201.0823356012332,83.91766439876679,27.972554799588927
CUST0262,Male,West,27.0,Mouse,Accessories,30.0,4,120,16.05,Returned,2023-05-07,2023,5,May,2023-05,2023Q2,25-34,76.69844256989616,27.25155743010384,22.709631191753203
CUST0280,Female,East,44.0,Keyboard,Accessories,50.0,4,200,12.3,In Transit,2023-03-22,2023,3,Mar,2023-03,2023Q1,35-44,110.46717335298248,77.23282664701752,38.61641332350876
CUST0074,Male,North,36.0,Smartwatch,Wearables,200.0,2,400,12.03,Returned,2023-08-28,2023,8,Aug,2023-08,2023Q3,35-44,252.97609856390105,134.99390143609895,33.74847535902474
CUST0300,Female,East,49.0,Mouse,Accessories,30.0,3,90,11.56,In Transit,2023-01-17,2023,1,Jan,2023-01,2023Q1,45-54,54.771663184827034,23.668336815172964,26.29815201685885
CUST0027,Female,North,36.0,Laptop,Electronics,1500.0,4,6000,11.21,Unknown,2023-10-16,2023,10,Oct,2023-10,2023Q4,35-44,4383.68174162622,1605.1082583737798,26.751804306229666
CUST0016,Male,South,61.0,Smartphone,Electronics,800.0,1,800,17.43,Delivered,2023-01-10,2023,1,Jan,2023-01,2023Q1,55+,547.4463073254807,235.1236926745193,29.390461584314913
CUST0152,Male,South,69.0,Smartphone,Electronics,800.0,3,2400,13.57,Returned,2023-03-25,2023,3,Mar,2023-03,2023Q1,55+,1329.0918550564477,1057.3381449435524,44.05575603931468
CUST0278,Female,East,52.0,Smartwatch,Wearables,200.0,3,600,10.21,In Transit,2023-01-29,2023,1,Jan,2023-01,2023Q1,45-54,363.4918770164215,226.2981229835785,37.71635383059642
CUST0095,Female,South,60.0,Smartphone,Electronics,800.0,5,4000,18.75,Delivered,2023-01-19,2023,1,Jan,2023-01,2023Q1,55+,2275.0425682259206,1706.2074317740794,42.655185794351986
CUST0229,Male,West,45.0,Monitor,Electronics,300.0,1,300,16.7,Delivered,2023-09-16,2023,9,Sep,2023-09,2023Q3,35-44,166.07652426045766,117.22347573954234,39.07449191318078
CUST0128,Male,West,52.0,Monitor,Electronics,300.0,1,300,14.67,Delivered,2023-07-21,2023,7,Jul,2023-07,2023Q3,45-54,188.1922923480849,97.13770765191511,32.3792358839717
CUST0032,Female,South,63.0,Monitor,Electronics,300.0,5,1500,18.0,Returned,2023-03-21,2023,3,Mar,2023-03,2023Q1,55+,1128.3040249432156,353.6959750567844,23.579731670452293
CUST0283,Female,South,67.0,Keyboard,Accessories,50.0,5,250,10.04,In Transit,2023-05-03,2023,5,May,2023-05,2023Q2,55+,155.53018741155702,84.42981258844299,33.771925035377194
CUST0238,Male,West,26.0,Keyboard,Accessories,50.0,4,200,10.23,Delivered,2023-01-24,2023,1,Jan,2023-01,2023Q1,25-34,137.13471066123552,52.63528933876448,26.31764466938224
